url,addr,price,page,header,description
https://kazan.cian.ru/sale/flat/272625576/,Республика Татарстан Казань р-н Советский м. Аметьево улица Аделя Кутуя 86,7 659 625 ₽,3,"1-комн. кв., 36,51 м², 16/20 этаж",
https://kazan.cian.ru/sale/flat/275105745/,Республика Татарстан Казань р-н Советский мкр. Малые Клыки улица Архитектора Гайнутдинова 26к2,5 100 000 ₽,3,"1-комн. кв., 38,5 м², 12/19 этаж",
https://kazan.cian.ru/sale/flat/286529633/,Республика Татарстан Казань р-н Приволжский мкр. Теплоконтроль м. Аметьево 33-й Военный городок 3,7 809 470 ₽,3,"1-комн. кв., 42,87 м², 5/9 этаж",
https://kazan.cian.ru/sale/flat/269740205/,Республика Татарстан Казань р-н Советский мкр. Куба улица Николая Ершова 65Б/2,6 999 000 ₽,3,"1-комн. кв., 31 м², 10/19 этаж",
https://kazan.cian.ru/sale/flat/290842481/,Республика Татарстан Казань р-н Советский мкр. Куба м. Суконная слобода улица Николая Ершова 65Б/1,7 975 000 ₽,3,"1-комн. кв., 31,9 м², 17/19 этаж",
https://kazan.cian.ru/sale/flat/275341397/,Республика Татарстан Казань р-н Советский улица Натана Рахлина 15к1,4 900 000 ₽,3,"1-комн. кв., 32,4 м², 1/17 этаж",
https://kazan.cian.ru/sale/flat/290841676/,Республика Татарстан Казань р-н Советский м. Горки,8 229 400 ₽,3,"1-комн. кв., 35,78 м², 3/17 этаж",
https://kazan.cian.ru/sale/flat/275008596/,Республика Татарстан Казань р-н Вахитовский улица Волкова 12,7 700 000 ₽,3,"1-комн. кв., 31 м², 8/9 этаж",
https://kazan.cian.ru/sale/flat/287089422/,Республика Татарстан Казань р-н Приволжский м. Суконная слобода Квартал Сюита ЖК,10 209 430 ₽,3,"1-комн. кв., 40,58 м², 3/8 этаж",
https://kazan.cian.ru/sale/flat/273835099/,Республика Татарстан Казань р-н Ново-Савиновский Меридианная улица 15,5 450 000 ₽,3,"1-комн. кв., 33,2 м², 9/10 этаж",
https://kazan.cian.ru/sale/flat/282793975/,Республика Татарстан Казань р-н Советский м. Аметьево улица Аметьевская магистраль 18к5,10 800 000 ₽,4,"1-комн. кв., 51,2 м², 17/25 этаж",
https://kazan.cian.ru/sale/flat/273112290/,Республика Татарстан Казань р-н Московский мкр. квартал 56 проспект Ямашева 17,5 999 000 ₽,4,"1-комн. кв., 33 м², 3/9 этаж",
https://kazan.cian.ru/sale/flat/280241834/,Республика Татарстан Казань р-н Ново-Савиновский Счастье в Казани ЖК,11 084 969 ₽,4,"1-комн. кв., 48,2 м², 2/20 этаж",
https://kazan.cian.ru/sale/flat/274607385/,Республика Татарстан Казань р-н Авиастроительный мкр. Караваево улица Академика Павлова 1,3 600 000 ₽,4,"1-комн. кв., 34,2 м², 4/9 этаж",
https://kazan.cian.ru/sale/flat/278051013/,Республика Татарстан Казань р-н Вахитовский мкр. Татарская слобода м. Площадь Тукая Максат ЖК,11 522 200 ₽,4,"1-комн. кв., 54,35 м², 2/9 этаж",
https://kazan.cian.ru/sale/flat/273023140/,Республика Татарстан Казань р-н Приволжский тракт Оренбургский 8Д,7 800 000 ₽,4,"1-комн. кв., 41,5 м², 13/16 этаж",
https://kazan.cian.ru/sale/flat/290325450/,Республика Татарстан Казань р-н Вахитовский м. Площадь Тукая улица Дулата Али,11 826 314 ₽,4,"1-комн. кв., 41,17 м², 6/15 этаж",
https://kazan.cian.ru/sale/flat/266081584/,Республика Татарстан Казань р-н Советский Агрызская улица 80,2 100 000 ₽,4,"1-комн. кв., 17,5 м², 3/5 этаж",
https://kazan.cian.ru/sale/flat/290339065/,Республика Татарстан Казань р-н Кировский мкр. Юдино Бирюзовая улица 1,3 534 716 ₽,4,"1-комн. кв., 30,8 м², 8/24 этаж",
https://kazan.cian.ru/sale/flat/273461140/,Республика Татарстан Казань р-н Кировский мкр. Юдино Колымская улица 2,3 500 000 ₽,4,"1-комн. кв., 32 м², 3/5 этаж",
https://kazan.cian.ru/sale/flat/290339056/,Республика Татарстан Казань р-н Кировский мкр. Юдино Бирюзовая улица 1,3 586 782 ₽,4,"1-комн. кв., 31,7 м², 3/24 этаж",
https://kazan.cian.ru/sale/flat/273245991/,Республика Татарстан Казань р-н Авиастроительный мкр. Караваево улица Академика Павлова 11,5 000 000 ₽,4,"1-комн. кв., 36,6 м², 3/9 этаж",
https://kazan.cian.ru/sale/flat/290339054/,Республика Татарстан Казань р-н Кировский мкр. Юдино Бирюзовая улица 1,3 675 362 ₽,4,"1-комн. кв., 32,5 м², 3/24 этаж",
https://kazan.cian.ru/sale/flat/275341402/,"Республика Татарстан Казань р-н Ново-Савиновский мкр. кварталы 68, 69 Чистопольская улица 88",135 500 000 ₽,4,"1-комн. кв., 47,5 м², 22/23 этаж",
https://kazan.cian.ru/sale/flat/290828720/,Республика Татарстан Казань р-н Авиастроительный м. Северный Вокзал улица Михаила Миля 3,5 580 000 ₽,4,"1-комн. кв., 33,74 м², 5/15 этаж",
https://kazan.cian.ru/sale/flat/274769528/,Республика Татарстан Казань р-н Советский мкр. Малые Клыки Светлая Долина ЖК 17.4,6 400 000 ₽,4,"1-комн. кв., 37,7 м², 15/17 этаж",
https://kazan.cian.ru/sale/flat/290828443/,Республика Татарстан Казань р-н Авиастроительный м. Северный Вокзал улица Михаила Миля 3,5 700 000 ₽,4,"1-комн. кв., 34,64 м², 9/15 этаж",
https://kazan.cian.ru/sale/flat/275341395/,"Республика Татарстан Казань р-н Ново-Савиновский мкр. кварталы 68, 69 Чистопольская улица 88",13 550 000 ₽,4,"1-комн. кв., 47,5 м², 15/23 этаж",
https://kazan.cian.ru/sale/flat/287860597/,Республика Татарстан Казань р-н Приволжский мкр. Горки-3 м. Дубравная Экопарк Дубрава мкр,5 898 297 ₽,4,"1-комн. кв., 26,45 м², 2/22 этаж",
https://kazan.cian.ru/sale/flat/286407245/,Республика Татарстан Казань р-н Советский улица Мансура Хасанова 13,7 000 000 ₽,4,"1-комн. кв., 37 м², 9/19 этаж",
https://kazan.cian.ru/sale/flat/290038931/,Республика Татарстан Казань р-н Советский мкр. Малые Клыки м. Горки Нокса Парк ЖК 5,6 022 809 ₽,4,"1-комн. кв., 34,7 м², 12/12 этаж",
https://kazan.cian.ru/sale/flat/289497167/,Республика Татарстан Казань р-н Приволжский Спартаковская улица 165,7 600 000 ₽,4,"1-комн. кв., 36 м², 3/10 этаж",
https://kazan.cian.ru/sale/flat/266553289/,Республика Татарстан Казань р-н Советский м. Горки Лето ЖК,6 069 000 ₽,4,"1-комн. кв., 31,89 м², 1/10 этаж",
https://kazan.cian.ru/sale/flat/273941135/,Республика Татарстан Казань р-н Советский мкр. Куба улица Новаторов 8Б,8 450 000 ₽,4,"1-комн. кв., 38 м², 22/24 этаж",
https://kazan.cian.ru/sale/flat/286527619/,Республика Татарстан Казань р-н Приволжский мкр. Теплоконтроль м. Аметьево 33-й Военный городок 3,6 161 880 ₽,4,"1-комн. кв., 31,75 м², 1/9 этаж",
https://kazan.cian.ru/sale/flat/287324961/,Республика Татарстан Казань р-н Приволжский мкр. Горки-1 улица Братьев Касимовых 32,4 200 000 ₽,4,"1-комн. кв., 31 м², 1/5 этаж",
https://kazan.cian.ru/sale/flat/290828051/,Республика Татарстан Казань р-н Советский м. Горки улица Родины 12,6 160 000 ₽,4,"1-комн. кв., 30,22 м², 23/24 этаж",
https://kazan.cian.ru/sale/flat/275149169/,Республика Татарстан Казань р-н Советский улица Натана Рахлина 15к2,4 500 000 ₽,4,"1-комн. кв., 32 м², 1/17 этаж",
https://kazan.cian.ru/sale/flat/286175989/,Республика Татарстан Казань р-н Советский м. Горки улица Азата Аббасова 21А,6 350 000 ₽,5,"1-комн. кв., 34,96 м², 1/19 этаж",
https://kazan.cian.ru/sale/flat/261762917/,"Республика Татарстан Казань р-н Советский мкр. кварталы 29,30 Сибирский тракт 20",4 650 000 ₽,5,"1-комн. кв., 35,6 м², 1/5 этаж",
https://kazan.cian.ru/sale/flat/274013488/,Республика Татарстан Казань р-н Приволжский мкр. Изумрудный город м. Дубравная улица Кул Гали,6 378 240 ₽,5,"1-комн. кв., 33,22 м², 5/10 этаж",
https://kazan.cian.ru/sale/flat/270151419/,Республика Татарстан Казань р-н Авиастроительный мкр. Соцгород Тэцевская улица 4Е,4 800 000 ₽,5,"1-комн. кв., 35,2 м², 6/7 этаж",
https://kazan.cian.ru/sale/flat/290827854/,Республика Татарстан Казань р-н Советский м. Горки улица Родины 12,6 450 000 ₽,5,"1-комн. кв., 32,33 м², 15/24 этаж",
https://kazan.cian.ru/sale/flat/274527039/,"Республика Татарстан Казань р-н Ново-Савиновский мкр. кварталы 68, 69 улица Сибгата Хакима 51",9 750 000 ₽,5,"1-комн. кв., 46 м², 17/20 этаж",
https://kazan.cian.ru/sale/flat/274013489/,Республика Татарстан Казань р-н Приволжский мкр. Изумрудный город м. Дубравная улица Кул Гали,6 538 640 ₽,5,"1-комн. кв., 34,78 м², 5/10 этаж",
https://kazan.cian.ru/sale/flat/262754616/,Республика Татарстан Казань р-н Советский мкр. Азино-2 улица Юлиуса Фучика 88,7 200 000 ₽,5,"1-комн. кв., 43,7 м², 14/18 этаж",
https://kazan.cian.ru/sale/flat/290828008/,Республика Татарстан Казань р-н Советский м. Горки улица Родины 12,6 580 000 ₽,5,"1-комн. кв., 33,11 м², 21/24 этаж",
https://kazan.cian.ru/sale/flat/272487261/,Республика Татарстан Казань р-н Вахитовский улица Достоевского 15,6 800 000 ₽,5,"1-комн. кв., 37,7 м², 4/5 этаж",
https://kazan.cian.ru/sale/flat/290822418/,Республика Татарстан Казань р-н Советский мкр. Малые Клыки м. Горки Лето ЖК,6 686 000 ₽,5,"1-комн. кв., 35,43 м², 3/9 этаж",
https://kazan.cian.ru/sale/flat/265013838/,Республика Татарстан Казань р-н Советский мкр. Дербышки улица Советская 6,3 100 000 ₽,5,"1-комн. кв., 38,9 м², 1/2 этаж",
https://kazan.cian.ru/sale/flat/288568818/,Республика Татарстан Казань р-н Советский м. Площадь Тукая Сиберово ЖК 1,7 169 817 ₽,5,"1-комн. кв., 39,6 м², 8/24 этаж",
https://kazan.cian.ru/sale/flat/275149158/,Республика Татарстан Казань р-н Советский мкр. Азино-1 улица Академика Глушко 5,4 700 000 ₽,5,"1-комн. кв., 34 м², 1/9 этаж",
https://kazan.cian.ru/sale/flat/274423110/,Республика Татарстан Казань р-н Советский м. Суконная слобода улица Академика Губкина 12Б,7 300 000 ₽,5,"1-комн. кв., 35,76 м², 10/19 этаж",
https://kazan.cian.ru/sale/flat/274117436/,Республика Татарстан Казань р-н Приволжский улица Братьев Батталовых 20Ак2,5 250 000 ₽,5,"1-комн. кв., 37,1 м², 23/25 этаж",
https://kazan.cian.ru/sale/flat/274744618/,Республика Татарстан Казань р-н Московский м. Яшьлек Меркурий ЖК,7 396 430 ₽,5,"1-комн. кв., 38,87 м², 4/10 этаж",
https://kazan.cian.ru/sale/flat/272873988/,Республика Татарстан Казань р-н Советский пос. Дербышки улица Мира 62к2,5 399 900 ₽,5,"1-комн. кв., 34,3 м², 10/10 этаж",
https://kazan.cian.ru/sale/flat/287861088/,Республика Татарстан Казань р-н Приволжский мкр. Горки-3 м. Дубравная Экопарк Дубрава мкр,7 355 620 ₽,5,"1-комн. кв., 39,17 м², 12/22 этаж",
https://kazan.cian.ru/sale/flat/262817777/,Республика Татарстан Казань р-н Приволжский проезд Детский 1к1,5 400 000 ₽,5,"1-комн. кв., 38,5 м², 10/19 этаж",
https://kazan.cian.ru/sale/flat/290968773/,Республика Татарстан Казань р-н Советский м. Суконная слобода улица Академика Губкина 12Б,7 350 000 ₽,5,"1-комн. кв., 35,33 м², 17/19 этаж",
https://kazan.cian.ru/sale/flat/275341396/,Республика Татарстан Казань р-н Вахитовский мкр. Татарская слобода Портовая улица 37к2,6 460 000 ₽,5,"1-комн. кв., 35,9 м², 5/10 этаж",
https://kazan.cian.ru/sale/flat/276113236/,Республика Татарстан Казань р-н Советский м. Горки улица Петра Полушкина 5/2,7 418 360 ₽,5,"1-комн. кв., 32,68 м², 2/17 этаж",
https://kazan.cian.ru/sale/flat/274527033/,Республика Татарстан Казань р-н Советский улица Петра Полушкина 6,6 870 000 ₽,5,"1-комн. кв., 36 м², 16/17 этаж",
https://kazan.cian.ru/sale/flat/275135696/,Республика Татарстан Казань р-н Советский м. Горки Яратам ЖК,7 823 176 ₽,5,"1-комн. кв., 40,81 м², 2/16 этаж",
https://kazan.cian.ru/sale/flat/274769573/,Республика Татарстан Казань р-н Вахитовский улица Волкова 12,7 700 000 ₽,5,"1-комн. кв., 29 м², 8/9 этаж",
https://kazan.cian.ru/sale/flat/290824917/,Республика Татарстан Казань р-н Советский м. Аметьево улица Мансура Хасанова 13,7 850 000 ₽,5,"1-комн. кв., 40,83 м², 9/19 этаж",
https://kazan.cian.ru/sale/flat/274607359/,Республика Татарстан Казань р-н Советский мкр. Малые Клыки м. Горки Светлая Долина ЖК 17.2,5 690 000 ₽,5,"1-комн. кв., 38,1 м², 4/19 этаж",
https://kazan.cian.ru/sale/flat/284786601/,Республика Татарстан Казань р-н Приволжский мкр. Теплоконтроль м. Аметьево 33-й Военный городок,8 390 000 ₽,6,"1-комн. кв., 46,7 м², 7/9 этаж",
https://kazan.cian.ru/sale/flat/270007057/,Республика Татарстан Казань р-н Приволжский улица Генерала Ерина 3,7 450 000 ₽,6,"1-комн. кв., 46,4 м², 5/5 этаж",
https://kazan.cian.ru/sale/flat/285615423/,Республика Татарстан Казань р-н Кировский мкр. Ягодная слобода м. Козья слобода Краснококшайская улица 58,8 546 406 ₽,6,"1-комн. кв., 35,6 м², 11/18 этаж",
https://kazan.cian.ru/sale/flat/266438587/,Республика Татарстан Казань р-н Кировский мкр. Залесный улица Наиля Юсупова 5А,4 100 000 ₽,6,"1-комн. кв., 41 м², 13/18 этаж",
https://kazan.cian.ru/sale/flat/285728237/,Республика Татарстан Казань р-н Кировский мкр. Адмиралтейская слобода м. Козья слобода Статум ЖК,8 940 000 ₽,6,"1-комн. кв., 37,78 м², 4/8 этаж",
https://kazan.cian.ru/sale/flat/271786201/,Республика Татарстан Казань р-н Авиастроительный мкр. Соцгород Тэцевская улица 4Д,5 080 000 ₽,6,"1-комн. кв., 31,4 м², 3/10 этаж",
https://kazan.cian.ru/sale/flat/290868105/,Республика Татарстан Казань р-н Советский м. Горки,8 972 783 ₽,6,"1-комн. кв., 41,21 м², 13/14 этаж",
https://kazan.cian.ru/sale/flat/266081589/,Республика Татарстан Казань р-н Приволжский мкр. Горки-1 Профессора Камая улица 12,6 890 000 ₽,6,"1-комн. кв., 48,2 м², 4/20 этаж",
https://kazan.cian.ru/sale/flat/288236418/,Республика Татарстан Казань р-н Кировский мкр. Ягодная слобода м. Козья слобода Краснококшайская улица 58,9 041 032 ₽,6,"1-комн. кв., 39,9 м², 8/15 этаж",
https://kazan.cian.ru/sale/flat/270361544/,Республика Татарстан Казань р-н Приволжский мкр. Изумрудный город улица Академика Завойского 21,7 990 000 ₽,6,"1-комн. кв., 50 м², 6/10 этаж",
https://kazan.cian.ru/sale/flat/286984023/,Республика Татарстан Казань р-н Кировский мкр. Адмиралтейская слобода м. Козья слобода Статум ЖК,9 100 000 ₽,6,"1-комн. кв., 42,94 м², 5/8 этаж",
https://kazan.cian.ru/sale/flat/272707818/,Республика Татарстан Казань р-н Ново-Савиновский улица Четаева 43,3 650 000 ₽,6,"1-комн. кв., 20 м², 1/10 этаж",
https://kazan.cian.ru/sale/flat/290811468/,Республика Татарстан Казань р-н Советский мкр. Куба Уникум на Ершова ЖК,9 626 000 ₽,6,"1-комн. кв., 41,47 м², 6/10 этаж",
https://kazan.cian.ru/sale/flat/272621433/,Республика Татарстан Казань р-н Кировский мкр. Юдино улица Ильича 19/43,3 820 000 ₽,6,"1-комн. кв., 36,1 м², 3/9 этаж",
https://kazan.cian.ru/sale/flat/290811292/,Республика Татарстан Казань р-н Советский мкр. Куба Уникум на Ершова ЖК,9 866 000 ₽,6,"1-комн. кв., 43 м², 7/10 этаж",
https://kazan.cian.ru/sale/flat/287847740/,Республика Татарстан Казань р-н Вахитовский мкр. Татарская слобода улица Камиля Якуба 4,5 300 000 ₽,6,"1-комн. кв., 31 м², 2/5 этаж",
https://kazan.cian.ru/sale/flat/287381225/,Республика Татарстан Казань р-н Вахитовский мкр. Татарская слобода м. Кремлёвская улица Гаяза Исхаки,10 044 040 ₽,6,"1-комн. кв., 34,28 м², 4/4 этаж",
https://kazan.cian.ru/sale/flat/275149152/,Республика Татарстан Казань р-н Кировский мкр. Залесный Залесный Сити ЖК 3.2,4 100 000 ₽,6,"1-комн. кв., 37 м², 11/25 этаж",
https://kazan.cian.ru/sale/flat/289688949/,Республика Татарстан Казань р-н Советский мкр. Октябрьский городок м. Суконная слобода Нова ЖК,10 521 420 ₽,6,"1-комн. кв., 37,31 м², 5/20 этаж",
https://kazan.cian.ru/sale/flat/273802597/,Республика Татарстан Казань р-н Советский улица Зур Урам 1Г,5 790 000 ₽,6,"1-комн. кв., 33,8 м², 3/10 этаж",
https://kazan.cian.ru/sale/flat/289324280/,Республика Татарстан Казань р-н Вахитовский мкр. Татарская слобода м. Площадь Тукая улица Нариманова 68,10 530 000 ₽,6,"1-комн. кв., 46,8 м², 4/4 этаж",
https://kazan.cian.ru/sale/flat/285991792/,"Республика Татарстан Казань р-н Ново-Савиновский мкр. кварталы 38, 27 улица Академика Лаврентьева 11",7 549 000 ₽,6,"1-комн. кв., 44,2 м², 14/16 этаж",
https://kazan.cian.ru/sale/flat/278050686/,Республика Татарстан Казань р-н Вахитовский мкр. Татарская слобода м. Площадь Тукая Максат ЖК,10 720 080 ₽,6,"1-комн. кв., 49,63 м², 6/9 этаж",
https://kazan.cian.ru/sale/flat/290252504/,Республика Татарстан Казань р-н Советский улица Зур Урам 1Г,6 500 000 ₽,6,"1-комн. кв., 40 м², 2/9 этаж",
https://kazan.cian.ru/sale/flat/282772876/,Республика Татарстан Казань р-н Советский м. Аметьево улица Аметьевская магистраль 18к5,10 700 000 ₽,6,"1-комн. кв., 47,2 м², 24/25 этаж",
https://kazan.cian.ru/sale/flat/280164066/,Республика Татарстан Казань р-н Приволжский м. Суконная слобода улица Павлюхина 99б,8 490 000 ₽,6,"1-комн. кв., 37,8 м², 3/9 этаж",
https://kazan.cian.ru/sale/flat/289324258/,Республика Татарстан Казань р-н Вахитовский мкр. Татарская слобода м. Площадь Тукая улица Нариманова 68,10 845 000 ₽,6,"1-комн. кв., 48,2 м², 2/4 этаж",
https://kazan.cian.ru/sale/flat/290153614/,"Республика Татарстан Казань р-н Ново-Савиновский мкр. кварталы 68, 69 Чистопольская улица 85а",7 700 000 ₽,6,"1-к квартира, 41 м 3/9",
https://kazan.cian.ru/sale/flat/285108647/,Республика Татарстан Казань р-н Ново-Савиновский м. Козья слобода Савин Фемили ЖК,10 794 615 ₽,7,"1-комн. кв., 40,37 м², 8/24 этаж",
https://kazan.cian.ru/sale/flat/290505374/,Республика Татарстан Казань р-н Советский улица Шуртыгина 7,8 000 000 ₽,7,"1-комн. кв., 41,1 м², 6/7 этаж",
https://kazan.cian.ru/sale/flat/275205724/,"Республика Татарстан Казань р-н Ново-Савиновский мкр. кварталы 68, 69 м. Козья слобода Уно ЖК",11 580 000 ₽,7,"1-комн. кв., 41,69 м², 3/21 этаж",
https://kazan.cian.ru/sale/flat/290207107/,"Республика Татарстан Казань р-н Ново-Савиновский мкр. кварталы 68, 69 м. Козья слобода улица Четаева 4",8 500 000 ₽,7,"1-комн. кв., 48,6 м², 5/9 этаж",
https://kazan.cian.ru/sale/flat/284293889/,Республика Татарстан Казань р-н Ново-Савиновский м. Козья слобода Савин Фемили ЖК,11 706 963 ₽,7,"1-комн. кв., 44,44 м², 8/24 этаж",
https://kazan.cian.ru/sale/flat/290462644/,Республика Татарстан Казань р-н Кировский мкр. Красная горка улица Гумера Баширова 5,6 500 000 ₽,7,Продам 1-к квартиру,
https://kazan.cian.ru/sale/flat/282889291/,Республика Татарстан Казань р-н Советский мкр. Октябрьский городок м. Суконная слобода проезд Юнуса Ахметзянова 8,11 960 000 ₽,7,"1-комн. кв., 50,9 м², 9/19 этаж",
https://kazan.cian.ru/sale/flat/283955815/,Республика Татарстан Казань р-н Авиастроительный мкр. Соцгород м. Авиастроительная Тэцевская улица 4Б,5 150 000 ₽,7,"1-комн. кв., 37,2 м², 2/12 этаж",
https://kazan.cian.ru/sale/flat/287381176/,Республика Татарстан Казань р-н Вахитовский мкр. Татарская слобода м. Кремлёвская улица Гаяза Исхаки,11 948 310 ₽,7,"1-комн. кв., 40,23 м², 2/4 этаж",
https://kazan.cian.ru/sale/flat/290399949/,Республика Татарстан Казань р-н Приволжский мкр. Горки-1 м. Аметьево улица Карбышева 12а,7 990 000 ₽,7,"1-комн. кв., 49 м², 14/23 этаж",
https://kazan.cian.ru/sale/flat/287381187/,Республика Татарстан Казань р-н Вахитовский мкр. Татарская слобода м. Кремлёвская улица Гаяза Исхаки,12 056 650 ₽,7,"1-комн. кв., 40,87 м², 2/4 этаж",
https://kazan.cian.ru/sale/flat/283640513/,Республика Татарстан Казань р-н Кировский м. Козья слобода улица Зилантовская 22/15,3 700 000 ₽,7,В продаже отличная 1комн квартира,
https://kazan.cian.ru/sale/flat/287020101/,Республика Татарстан Казань р-н Вахитовский мкр. Татарская слобода м. Площадь Тукая улица Сары Садыковой 51А,15 525 000 ₽,7,"1-комн. кв., 62,1 м², 2/4 этаж",
https://kazan.cian.ru/sale/flat/289916921/,Республика Татарстан Казань р-н Приволжский мкр. Лесной городок улица Белые Росы 15,5 600 000 ₽,7,"1-комн. кв., 41,7 м², 3/16 этаж",
https://kazan.cian.ru/sale/flat/284393258/,Республика Татарстан Казань р-н Приволжский м. Суконная слобода улица Шаляпина 32,15 806 800 ₽,7,"1-комн. кв., 45,02 м², 9/9 этаж",
https://kazan.cian.ru/sale/flat/286819472/,Республика Татарстан Казань р-н Авиастроительный мкр. Соцгород м. Авиастроительная Тэцевская улица 4Е,6 300 000 ₽,7,"1-комн. кв., 46 м², 6/8 этаж",
https://kazan.cian.ru/sale/flat/284393235/,Республика Татарстан Казань р-н Приволжский м. Суконная слобода улица Шаляпина 32,16 177 303 ₽,7,"1-комн. кв., 51,57 м², 4/9 этаж",
https://kazan.cian.ru/sale/flat/287282332/,Республика Татарстан Казань р-н Советский мкр. Октябрьский городок м. Кремлёвская улица Николая Ершова 66А,8 500 000 ₽,7,"1-комн. кв., 36,06 м², 12/16 этаж",
https://kazan.cian.ru/sale/flat/290812339/,Республика Татарстан Казань р-н Советский мкр. Малые Клыки м. Горки Нокса Парк ЖК 4,5 384 870 ₽,7,"1-комн. кв., 32,2 м², 2/17 этаж",
https://kazan.cian.ru/sale/flat/289166519/,Республика Татарстан Казань р-н Ново-Савиновский мкр. квартал 17 м. Авиастроительная улица Фатыха Амирхана 85А,5 550 000 ₽,7,Современный район города !,
https://kazan.cian.ru/sale/flat/286880832/,Республика Татарстан Казань р-н Советский мкр. Малые Клыки м. Горки Нокса Парк ЖК 4,5 453 049 ₽,7,"1-комн. кв., 31,4 м², 12/17 этаж",
https://kazan.cian.ru/sale/flat/289384353/,Республика Татарстан Казань р-н Кировский мкр. Красная горка Приволжская улица 210,6 000 000 ₽,7,"Квартира, 37.7 кв.м.",
